name,lat,lon,province,population,feature_code,geonameid
a coruna,43.37135,-8.396,Coruna,246146,PPLA3,3119841
a guarda,41.90131,-8.87423,Pontevedra,10453,PPLA3,3119646
a mezquita,42.01314,-7.04675,Ourense,1304,PPL,3119424
a veiga,42.25004,-7.0261,Ourense,886,PPLA3,3118724
ababuj,40.54908,-0.80758,Teruel,73,PPLA3,3131144
abades,40.91646,-4.26937,Segovia,882,PPLA3,3131141
abadia,40.25922,-5.97828,Caceres,330,PPLA3,3131138
abadin,43.36667,-7.48333,Lugo,2760,PPLA3,3131136
abadino,43.1511,-2.60942,Bizkaia,7385,PPLA3,3131137
abaigar,42.64823,-2.14182,Navarra,101,PPLA3,3131135
abajas,42.6231,-3.58086,Burgos,29,PPLA3,3131133
abalos,42.57154,-2.70956,La Rioja,357,PPLA3,3131128
abaltzisketa,43.04744,-2.10532,Gipuzkoa,324,PPLA3,3131131
abanades,40.89261,-2.48526,Guadalajara,70,PPLA3,3131126
abanilla,38.20537,-1.04153,Murcia,6063,PPLA3,2522505
abanto,41.13751,-1.69818,Zaragoza,78,PPLA3,3131117
abanto zierbena / abanto y ciervana,43.31667,-3.08333,Bizkaia,9708,ADM3,3131115
abaran,38.20551,-1.39907,Murcia,13030,PPL,2522499
abarca de campos,42.06253,-4.84123,Palencia,39,PPL,3131113
abarzuza/abartzuza,42.75904,-2.03905,Navarra,548,ADM3,6359551
abaurregaina/abaurrea alta,42.9,-1.2,Navarra,133,PPL,3131107
abaurrepea/abaurrea baja,42.9041,-1.23117,Navarra,39,ADM3,6359553
abegondo,43.21667,-8.28333,Coruna,5709,PPLA3,3131093
abejar,41.80755,-2.78407,Soria,367,PPLA3,3131090
abejuela,39.91039,-0.89444,Teruel,62,PPL,2522493
abella de la conca,42.16163,1.09228,Lleida,174,PPLA3,3131075
abengibre,39.21667,-1.53333,Albacete,888,PPLA3,2522490
abenojar,38.88032,-4.35702,Ciudad Real,1579,PPLA3,2522488
aberin,42.62092,-1.99285,Navarra,392,ADM3,6359554
abertura,39.24352,-5.81394,Caceres,432,PPLA3,2522486
abezames,41.62642,-5.42577,Zamora,78,PPLA3,3131061
abia de la obispalia,40.01836,-2.39499,Cuenca,81,PPL,3131058
abia de las torres,42.42016,-4.42131,Palencia,180,PPLA3,3131057
abiego,42.12094,-0.06873,Huesca,259,PPLA3,3131056
abizanda,42.24236,0.19717,Huesca,162,PPLA3,3131049
abla,37.14245,-2.77808,Almeria,1465,PPLA3,2522483
ablanque,40.89818,-2.22523,Guadalajara,100,PPLA3,3131040
ablitas,41.9745,-1.64053,Navarra,2663,PPLA3,3131037
abrera,41.51682,1.901,Barcelona,11870,PPL,3131024
abrucena,37.13226,-2.79711,Almeria,1360,PPLA3,2522476
abusejo,40.709,-6.14074,Salamanca,233,PPLA3,3131018
"acebeda, la",41.08711,-3.62454,Madrid,65,PPL,3120046
acebedo,43.03969,-5.116,Leon,256,PPLA3,3131010
acebo,40.20105,-6.71689,Caceres,648,PPLA3,3131003
"acebron, el",39.90866,-2.98321,Cuenca,266,PPL,2518765
acedera,39.07678,-5.57384,Badajoz,810,PPLA3,2522460
acehuche,39.8026,-6.63372,Caceres,846,PPL,2522459
aceituna,40.15008,-6.33292,Caceres,626,PPLA3,3130995
acered,41.1708,-1.604,Zaragoza,131,PPLA3,12041364
aceuchal,38.64627,-6.48636,Badajoz,5702,PPLA3,2522446
adahuesca,42.1461,-0.00804,Huesca,196,PPLA3,3130965
adalia,41.64894,-5.12107,Valladolid,57,PPLA3,3130962
adamuz,38.02674,-4.52231,Cordoba,4446,PPLA3,2522438
adanero,40.94487,-4.60561,Avila,266,PPLA3,3130958
adeje,28.12271,-16.726,Santa Cruz de Tenerife,46894,PPLA3,2522437
ademuz,40.06139,-1.28677,Valencia,1258,PPLA3,3130950
adios,42.68635,-1.73532,Navarra,189,PPLA3,3130946
adobes,40.67584,-1.67916,Guadalajara,53,PPLA3,3130943
ador,38.91823,-0.22247,Valencia,1440,PPLA3,2522432
adra,36.74831,-3.02076,Almeria,24626,PPLA3,2522430
adrada de haza,41.59454,-3.82327,Burgos,243,PPLA3,3130942
adrada de piron,41.05257,-4.05107,Segovia,45,PPLA3,3130941
"adrada, la",40.29953,-4.63589,Avila,2704,PPL,3120038
adradas,41.35098,-2.47373,Soria,70,PPLA3,3130940
adrados,41.36816,-4.11186,Segovia,170,PPLA3,3130938
adsubia,38.84819,-0.15324,Alicante,749,PPLA3,2522428
aduna,43.20375,-2.05033,Gipuzkoa,452,PPLA3,3130931
agaete,28.10023,-15.69998,Las Palmas,5767,PPLA3,2522423
agallas,40.44867,-6.44176,Salamanca,152,PPLA3,3130924
ager,42,0.76667,Lleida,593,PPLA3,3130920
agolada,42.79254,-8.0504,Pontevedra,2803,ADM3,6360222
agon,41.85574,-1.45233,Zaragoza,146,PPLA3,3130917
agoncillo,42.44667,-2.2898,La Rioja,1164,PPLA3,3130916
agost,38.44003,-0.63836,Alicante,4791,PPLA3,2522419
agramunt,41.78686,1.09683,Lleida,5633,PPLA3,3130911
agreda,41.85588,-1.92244,Soria,3177,PPLA3,3130909
agres,38.78333,-0.51667,Alicante,598,PPLA3,2522416
agron,37.03023,-3.8287,Granada,342,PPLA3,2522412
aguadulce,37.25273,-4.99269,Sevilla,2165,PPLA3,2522387
aguaron,41.33901,-1.27055,Zaragoza,631,PPLA3,3130889
aguas candidas,42.71652,-3.50258,Burgos,65,PPL,3130881
aguasal,41.27495,-4.6529,Valladolid,29,PPLA3,3130888
aguaton,40.67158,-1.23475,Teruel,18,PPLA3,3130875
aguaviva,40.82211,-0.19532,Teruel,562,PPLA3,3130874
agudo,38.98183,-4.87133,Ciudad Real,1854,PPLA3,2522359
aguero,42.35505,-0.79324,Huesca,142,PPLA3,3130842
aguilafuente,41.22667,-4.11185,Segovia,679,PPLA3,3130828
aguilar de bureba,42.58974,-3.32913,Burgos,66,PPLA3,3130825
aguilar de campoo,42.79452,-4.25892,Palencia,7203,PPLA3,3130824
aguilar de campos,41.98375,-5.18117,Valladolid,314,PPLA3,3130823
aguilar de codes,42.61249,-2.38987,Navarra,102,PPLA3,3130822
aguilar de la frontera,37.51476,-4.65717,Cordoba,13701,PPLA3,2522335
aguilar de segarra,41.74822,1.62919,Barcelona,250,PPLA3,3130817
aguilar del alfambra,40.59027,-0.79589,Teruel,82,PPLA3,3130820
aguilar del rio alhama,41.96212,-1.9934,La Rioja,546,PPLA3,3130819
aguilas,37.4063,-1.58289,Murcia,35031,PPLA3,2522333
aguilon,41.29467,-1.04634,Zaragoza,235,PPLA3,3130810
aguimes,27.90539,-15.44609,Las Palmas,29912,PPLA3,2522325
agullana,42.39408,2.84666,Girona,858,PPLA3,3130796
agullent,38.82273,-0.54833,Valencia,2465,PPLA3,2522319
agulo,28.18778,-17.19678,Santa Cruz de Tenerife,1164,PPLA3,2522318
agurain / salvatierra,42.85162,-2.39123,Araba / Alava,4978,PPL,3110967
ahigal,40.18954,-6.18815,Caceres,1462,PPLA3,3130792
ahigal de los aceiteros,40.87231,-6.74702,Salamanca,138,PPLA3,3130791
ahigal de villarino,41.15819,-6.38037,Salamanca,37,PPLA3,3130790
ahillones,38.26667,-5.85,Badajoz,998,PPLA3,2522312
aia,43.23721,-2.14833,Gipuzkoa,2026,PPLA3,3129120
aiara / ayala,43.08162,-3.07509,Araba / Alava,2918,ADM3,6355250
aibar/oibar,42.59202,-1.36042,Navarra,875,PPL,3130787
aielo de malferit,38.88333,-0.58333,Valencia,4743,PPLA3,2521455
aielo de rugat,38.88098,-0.34485,Valencia,190,ADM3,6361908
aiguafreda,41.76807,2.25051,Barcelona,2478,PPL,3129108
aiguamurcia,41.33333,1.36667,Tarragona,906,PPL,3130783
aiguaviva,41.9384,2.76217,Girona,774,PPLA3,3130781
aigues,38.5,-0.35,Alicante,1105,PPLA3,2522366
ain,39.89216,-0.34336,Castello,140,ADM3,6356961
ainsa-sobrarbe,42.3198,0.13799,Huesca,7293,PPL,3125940
ainzon,41.81644,-1.51995,Zaragoza,1043,PPLA3,3130771
aisa,42.67966,-0.62038,Huesca,326,PPL,3130768
aitona,41.48333,0.46667,Lleida,2603,PPL,3129099
aizarnazabal,43.25591,-2.23607,Gipuzkoa,766,PPLA3,3130762
ajalvir,40.53205,-3.47841,Madrid,4559,PPLA3,3130753
ajamil de cameros,42.16705,-2.48752,La Rioja,79,PPLA3,3130752
ajangiz,43.30297,-2.66586,Bizkaia,457,ADM3,6362445
ajofrin,39.71088,-3.9822,Toledo,2288,PPLA3,2522299
alacon,41.02575,-0.69782,Teruel,204,PPLA3,3130744
aladren,41.24917,-1.15591,Zaragoza,62,PPLA3,3130742
alaejos,41.30732,-5.21567,Valladolid,1494,PPLA3,3130741
alagon,41.76964,-1.11906,Zaragoza,7167,PPLA3,3130739
alagon del rio,39.97416,-6.31757,Caceres,841,PPL,11049319
alaior,39.93034,4.14039,Illes Balears,9610,PPLA3,2522259
alajar,37.87408,-6.66536,Huelva,803,PPLA3,2522294
alajero,28.06205,-17.24073,Santa Cruz de Tenerife,2039,PPL,2522293
alameda,37.2087,-4.6586,Malaga,5504,PPLA3,2522291
"alameda de gardon, la",40.65071,-6.75841,Salamanca,104,PPL,3120032
alameda de la sagra,40.01199,-3.79255,Toledo,3511,PPL,3120031
alameda del valle,40.9187,-3.84243,Madrid,243,PPLA3,3130730
alamedilla,37.58232,-3.24241,Granada,673,PPLA3,2522286
"alamedilla, la",40.47245,-6.82845,Salamanca,162,PPL,3120029
alamillo,38.67842,-4.79008,Ciudad Real,517,PPLA3,2522284
alaminos,40.86303,-2.72573,Guadalajara,70,PPLA3,3130728
"alamo, el",40.23066,-3.99447,Madrid,8701,PPL,3123682
alange,38.78495,-6.24574,Badajoz,1971,PPL,2522268
alanis,38.03333,-5.71667,Sevilla,1858,PPLA3,2522267
alaquas,39.45568,-0.461,Valencia,30202,PPLA3,2522297
alar del rey,42.66037,-4.31271,Palencia,1031,PPLA3,3130723
alaraz,40.74886,-5.28781,Salamanca,537,PPLA3,3130726
alarba,41.20482,-1.61335,Zaragoza,93,PPLA3,3130725
alarcon,39.55,-2.08333,Cuenca,186,PPLA3,2522265
alarilla,40.84711,-3.1031,Guadalajara,123,PPLA3,3130721
alaro,39.70441,2.79181,Illes Balears,5508,PPLA3,2522261
alas i cerc,42.35,1.51667,Lleida,376,PPL,3130720
alatoz,39.09495,-1.36098,Albacete,599,PPLA3,2522260
alba,40.61825,-1.34658,Teruel,186,PPLA3,3130716
alba de cerrato,41.81276,-4.3647,Palencia,87,PPLA3,3130708
alba de tormes,40.82664,-5.51237,Salamanca,5382,PPLA3,3130706
alba de yeltes,40.6718,-6.3166,Salamanca,248,PPLA3,3130705
albacete,38.99424,-1.85643,Albacete,172472,PPLA2,2522258
albaida,38.83798,-0.51721,Valencia,6162,PPLA3,2522253
albaida del aljarafe,37.42354,-6.16675,Sevilla,2987,PPLA3,2522251
albal,39.4,-0.41667,Valencia,15721,PPLA3,2522250
albala,39.25592,-6.18528,Caceres,773,PPLA3,2522249
albaladejo,38.61887,-2.80784,Ciudad Real,1483,PPLA3,2522247
albaladejo del cuende,39.80684,-2.22903,Cuenca,322,PPLA3,2522246
albalat de la ribera,39.2,-0.38333,Valencia,3545,PPLA3,2522245
albalat dels sorells,39.54358,-0.3456,Valencia,3911,PPLA3,2522244
albalat dels tarongers,39.7,-0.33333,Valencia,1149,PPLA3,2522243
albalate de cinca,41.72521,0.15244,Huesca,1080,PPLA3,3130699
albalate de las nogueras,40.36614,-2.27718,Cuenca,312,PPLA3,3130697
albalate de zorita,40.30812,-2.84267,Guadalajara,1089,PPLA3,3130696
albalate del arzobispo,41.12173,-0.51142,Teruel,1933,PPLA3,3130698
albalatillo,41.73527,-0.15115,Huesca,220,PPLA3,3130695
albanchez,37.28361,-2.18229,Almeria,774,PPLA3,2522242
albanchez de magina,37.79263,-3.46833,Jaen,1233,PPL,2522239
albanya,42.30431,2.71995,Girona,153,PPL,3130693
albares,40.3069,-3.00897,Guadalajara,551,PPLA3,3130682
albarracin,40.40818,-1.44375,Teruel,998,PPLA3,3130679
albarreal de tajo,39.89698,-4.22895,Toledo,743,PPLA3,2522231
albatana,38.57057,-1.5221,Albacete,782,PPLA3,2522229
albatarrec,41.56667,0.6,Lleida,2251,PPL,3130675
albatera,38.17902,-0.87059,Alicante,11936,PPLA3,2522228
albelda,41.86542,0.45999,Huesca,728,PPLA3,3130673
albelda de iregua,42.35837,-2.47278,La Rioja,3394,PPLA3,3130672
albendea,40.48751,-2.41747,Cuenca,161,PPLA3,3130670
albendiego,41.22742,-3.05171,Guadalajara,42,PPLA3,3130669
albentosa,40.10282,-0.76764,Teruel,290,PPLA3,11903806
"alberca de zancara, la",39.51458,-2.49272,Cuenca,1962,PPL,2516230
"alberca, la",40.48908,-6.11107,Salamanca,1192,PPL,3120027
"albergueria de arganan, la",40.41302,-6.81482,Salamanca,141,PPL,3120025
alberic,39.11667,-0.51667,Valencia,11288,PPLA3,2522222
alberite,42.40704,-2.43894,La Rioja,2690,PPLA3,3130660
alberite de san juan,41.82009,-1.47063,Zaragoza,84,PPLA3,3130659
albero alto,42.05031,-0.3371,Huesca,123,PPLA3,3130658
albero bajo,42.0238,-0.38018,Huesca,109,PPLA3,3130657
alberuela de tubo,41.90846,-0.21418,Huesca,270,PPLA3,3130653
albesa,41.75282,0.65936,Lleida,1584,PPLA3,3130652
albeta,41.82636,-1.49936,Zaragoza,141,PPLA3,3130650
albillos,42.2768,-3.78908,Burgos,218,PPLA3,3130646
albinyana,41.25,1.48333,Tarragona,2718,PPLA3,3130645
albiztur,43.12933,-2.13649,Gipuzkoa,316,PPLA3,3130639
albocasser,40.35,0.03333,Castello,1422,PPL,3130637
alboloduy,37.03346,-2.62164,Almeria,674,PPL,2522209
albolote,37.23088,-3.6551,Granada,18088,PPLA3,2522208
albondon,36.8277,-3.21144,Granada,889,PPLA3,2522207
albons,42.10389,3.08433,Girona,714,PPLA3,3130634
alborache,39.38333,-0.76667,Valencia,1268,PPLA3,2522206
alboraya,39.5,-0.35,Valencia,23228,PPLA3,2522203
alborea,39.28333,-1.38333,Albacete,849,PPLA3,2522202
alborge,41.33367,-0.35675,Zaragoza,102,PPLA3,3130629
albornos,40.83795,-4.88129,Avila,218,PPLA3,3130628
albox,37.38856,-2.14949,Almeria,10821,PPLA3,2522200
albudeite,38.02895,-1.38664,Murcia,1361,PPLA3,2522197
albuixech,39.55,-0.31667,Valencia,3958,PPLA3,2522191
albunan,37.22708,-3.13321,Granada,430,PPLA3,2522188
albunol,36.79203,-3.205,Granada,6587,PPLA3,2522187
albunuelas,36.92828,-3.63184,Granada,920,PPLA3,2522185
alburquerque,39.22076,-7.00234,Badajoz,5587,PPLA3,2522183
alcabon,40.00224,-4.36852,Toledo,756,PPLA3,2522180
alcadozo,38.64916,-1.97998,Albacete,723,PPLA3,2522177
alcaine,40.95341,-0.70583,Teruel,39,PPLA3,3130623
alcala de ebro,41.81495,-1.19429,Zaragoza,284,PPLA3,3130618
alcala de guadaira,37.33791,-5.83951,Sevilla,73675,PPL,2522165
alcala de gurrea,42.06653,-0.68534,Huesca,285,PPLA3,3130617
alcala de henares,40.48205,-3.35996,Madrid,203924,PPLA3,3130616
alcala de la selva,40.37183,-0.72015,Teruel,496,PPLA3,3130615
alcala de la vega,40.03333,-1.51667,Cuenca,128,PPLA3,3130614
alcala de los gazules,36.46212,-5.72382,Cadiz,5500,PPLA3,2522162
alcala de moncayo,41.7861,-1.69544,Zaragoza,193,PPLA3,3130612
alcala de xivert,40.3,0.23333,Castello,8218,PPLA3,3130619
alcala del jucar,39.19313,-1.43017,Albacete,1346,PPLA3,2522163
alcala del obispo,42.0773,-0.2912,Huesca,368,PPLA3,3130613
alcala del rio,37.5178,-5.98185,Sevilla,11513,PPLA3,2522474
alcala del valle,36.90448,-5.1724,Cadiz,5262,PPLA3,2522161
alcala la real,37.4614,-3.92301,Jaen,22870,PPLA3,2522160
alcalali,38.75038,-0.04013,Alicante,1433,PPLA3,2522159
alcampell,41.88285,0.42949,Huesca,650,ADM3,6358269
alcanadre,42.40492,-2.12073,La Rioja,748,PPLA3,3130610
alcanar,40.54316,0.48082,Tarragona,10658,PPL,3130608
alcanices,41.6994,-6.34647,Zamora,1207,PPLA3,3130607
alcaniz,41.05,-0.13333,Teruel,15947,PPLA3,3130606
alcanizo,39.90315,-5.10588,Toledo,319,PPLA3,2522157
alcano,41.48064,0.61659,Lleida,239,PPLA3,3130603
alcantara,39.71895,-6.88375,Caceres,1619,PPLA3,2522155
alcantarilla,37.96939,-1.21714,Murcia,41381,PPLA3,2522152
alcantera de xuquer,39.06667,-0.55,Valencia,1361,PPLA3,2522153
alcantud,40.54818,-2.33258,Cuenca,82,PPLA3,3130601
alcaracejos,38.38333,-4.96667,Cordoba,1545,PPLA3,2522146
alcaraz,38.6668,-2.49105,Albacete,1597,PPLA3,2522143
alcarras,41.56667,0.51667,Lleida,10018,PPLA3,3130598
alcasser,39.36791,-0.44447,Valencia,9544,PPL,2522179
alcaucin,36.90301,-4.11406,Malaga,2817,PPLA3,2522138
alcaudete,37.59091,-4.08237,Jaen,11139,PPLA3,2522137
alcaudete de la jara,39.78828,-4.86987,Toledo,2057,PPL,2522136
alcazar de san juan,39.39011,-3.20827,Ciudad Real,31992,PPLA3,2522131
alcazar del rey,40.06289,-2.80782,Cuenca,193,PPLA3,3130596
alcazaren,41.37061,-4.67262,Valladolid,733,PPLA3,3130595
"alcazares, los",37.74425,-0.85041,Murcia,16251,PPL,2514868
alcoba,39.25988,-4.47715,Ciudad Real,727,PPLA3,2522128
alcobendas,40.54746,-3.64197,Madrid,116037,PPLA3,3130583
alcocer,40.46972,-2.6094,Guadalajara,334,PPLA3,3130581
alcocer de planes,38.79501,-0.40244,Alicante,233,PPLA3,2522124
alcocero de mola,42.47222,-3.3579,Burgos,32,PPLA3,3130580
alcohujate,40.41763,-2.6149,Cuenca,45,PPLA3,3130579
alcolea,36.97458,-2.9615,Almeria,895,PPLA3,2522121
alcolea de calatrava,38.9868,-4.11597,Ciudad Real,1593,PPLA3,2522118
alcolea de cinca,41.71944,0.11716,Huesca,1127,PPLA3,3130576
alcolea de las penas,41.2096,-2.78483,Guadalajara,15,PPLA3,3130575
alcolea de tajo,39.80966,-5.14738,Toledo,916,PPLA3,2522116
alcolea del pinar,41.03569,-2.46645,Guadalajara,397,PPLA3,3130574
alcolea del rio,37.61506,-5.66694,Sevilla,3424,PPLA3,2522117
alcoleja,38.66992,-0.32382,Alicante,204,ADM3,6355384
alcoletge,41.64762,0.69383,Lleida,3594,PPL,3130573
alcollarin,39.2447,-5.73924,Caceres,249,PPLA3,2522114
alconaba,41.7236,-2.38483,Soria,190,PPLA3,3130572
alconada,40.91092,-5.36305,Salamanca,164,PPLA3,3130571
alconada de maderuelo,41.45015,-3.48554,Segovia,34,PPLA3,3130570
alconchel,38.51648,-7.07161,Badajoz,1873,PPLA3,2522112
alconchel de ariza,41.20428,-2.12191,Zaragoza,78,PPLA3,3130568
alconchel de la estrella,39.71963,-2.57366,Cuenca,128,PPLA3,2522111
alconera,38.4,-6.46667,Badajoz,744,PPLA3,2522110
alcontar,37.33647,-2.59725,Almeria,624,PPLA3,2522108
"alcora, l'",40.06667,-0.2,Castello,10821,PPL,3130567
alcorcon,40.34582,-3.82487,Madrid,169308,PPLA3,3130564
alcorisa,40.8921,-0.38143,Teruel,3243,PPLA3,3130563
alcoroches,40.62669,-1.74629,Guadalajara,162,PPLA3,3130560
alcover,41.26267,1.1701,Tarragona,5143,PPLA3,3130557
alcoy,38.70545,-0.47432,Alicante,60837,PPLA3,2522098
alcubierre,41.80757,-0.45291,Huesca,401,PPLA3,3130554
alcubilla de avellaneda,41.72593,-3.30471,Soria,161,PPLA3,3130552
alcubilla de las penas,41.25129,-2.52684,Soria,72,PPLA3,3130551
alcubilla de nogales,42.12787,-5.92184,Zamora,145,PPLA3,3130549
alcubillas,38.75312,-3.13407,Ciudad Real,562,PPLA3,2522096
alcublas,39.8,-0.7,Valencia,767,PPLA3,2522094
alcudia,39.85316,3.12138,Illes Balears,19586,PPLA3,2522091
"alcudia de crespins, l'",38.96667,-0.58333,Valencia,5304,PPL,2522084
alcudia de monteagud,37.23529,-2.2665,Almeria,151,PPLA3,2522082
alcudia de veo,39.91667,-0.35,Castello,221,PPLA3,2522081
"alcudia, l'",39.19717,-0.50537,Valencia,11437,PPL,2522085
alcuescar,39.18091,-6.22917,Caceres,2904,PPLA3,2522079
aldaia,39.46569,-0.46005,Valencia,30874,PPLA3,2522077
aldea de san miguel,41.46098,-4.6158,Valladolid,235,PPLA3,3130518
"aldea de san nicolas, la",27.9891,-15.78126,Las Palmas,8633,PPL,2511275
aldea del cano,39.28874,-6.31806,Caceres,701,PPLA3,2522073
aldea del fresno,40.3236,-4.20319,Madrid,2559,PPLA3,3130523
aldea del obispo,40.70677,-6.79253,Salamanca,361,PPLA3,3130522
"aldea del obispo, la",39.57898,-5.9169,Caceres,337,ADM3,6356710
aldea del rey,38.7383,-3.84017,Ciudad Real,1944,PPLA3,2522072
aldea en cabo,40.19251,-4.46872,Toledo,218,ADM3,6361669
aldea real,41.18553,-4.16559,Segovia,343,PPLA3,3130485
aldeacentenera,39.52725,-5.62936,Caceres,710,PPLA3,2522074
aldeacipreste,40.3809,-5.89754,Salamanca,135,PPLA3,3130531
aldeadavila de la ribera,41.21769,-6.61786,Salamanca,1364,PPLA3,3130529
aldealafuente,41.67194,-2.32522,Soria,98,PPLA3,3130511
aldealcorvo,41.24443,-3.79136,Segovia,28,PPLA3,3130506
aldealengua,40.9809,-5.54922,Salamanca,654,PPLA3,3130505
aldealengua de pedraza,41.05293,-3.80723,Segovia,97,ADM3,6360753
aldealengua de santa maria,41.46196,-3.46723,Segovia,76,PPLA3,3130504
aldealices,41.91535,-2.29277,Soria,25,ADM3,6361068
aldealpozo,41.78258,-2.20416,Soria,27,PPLA3,3130502
aldealsenor,41.8789,-2.31565,Soria,43,PPLA3,3130501
aldeamayor de san martin,41.51256,-4.63955,Valladolid,4560,PPLA3,3130500
aldeanueva de barbarroya,39.75934,-5.02287,Toledo,650,PPLA3,2522067
aldeanueva de ebro,42.22911,-1.88735,La Rioja,2815,PPLA3,3130496
aldeanueva de figueroa,41.14809,-5.52404,Salamanca,288,PPLA3,3130495
aldeanueva de guadalajara,40.67988,-3.04438,Guadalajara,104,PPLA3,3130494
aldeanueva de la serrezuela,41.46199,-3.77419,Segovia,52,ADM3,6360755
aldeanueva de la sierra,40.6162,-6.10023,Salamanca,130,PPLA3,3130493
aldeanueva de la vera,40.1271,-5.7015,Caceres,2190,PPLA3,3130492
aldeanueva de san bartolome,39.63608,-5.11307,Toledo,504,PPLA3,2522066
aldeanueva de santa cruz,40.38189,-5.42142,Avila,136,PPLA3,3130486
aldeanueva del camino,40.2598,-5.92886,Caceres,799,PPLA3,3130491
aldeanueva del codonal,41.08236,-4.54369,Segovia,146,PPLA3,3130489
aldeaquemada,38.41215,-3.37137,Jaen,550,PPLA3,2522065
aldearrodrigo,41.10966,-5.80726,Salamanca,165,PPLA3,3130483
aldearrubia,41.00807,-5.49829,Salamanca,525,PPLA3,3130482
aldeaseca,41.04912,-4.81707,Avila,273,PPLA3,3130480
aldeaseca de alba,40.81909,-5.44699,Salamanca,89,PPLA3,3130479
aldeaseca de la frontera,40.94161,-5.20719,Salamanca,312,PPLA3,3130477
aldeasona,41.47285,-4.05711,Segovia,67,PPLA3,3130476
aldeatejada,40.92168,-5.69273,Salamanca,1499,PPLA3,3130475
aldeavieja de tormes,40.58307,-5.61705,Salamanca,105,PPLA3,3130471
aldehorno,41.51542,-3.78007,Segovia,57,ADM3,6360759
aldehuela de jerte,40.01602,-6.23934,Caceres,380,ADM3,6356713
aldehuela de la boveda,40.85077,-6.0526,Salamanca,300,PPLA3,3130458
aldehuela de liestos,41.0641,-1.70107,Zaragoza,49,PPLA3,3130455
aldehuela de perianez,41.8077,-2.30671,Soria,50,PPL,3130452
aldehuela de yeltes,40.66254,-6.24332,Salamanca,217,PPLA3,3130450
aldehuela del codonal,41.05504,-4.53863,Segovia,32,PPLA3,3130456
"aldehuelas, las",41.9947,-2.36499,Soria,84,PPL,3119039
aldeire,37.16012,-3.07204,Granada,670,PPLA3,2522063
aldeonte,41.35092,-3.67847,Segovia,63,PPLA3,3130447
aldover,40.87952,0.49996,Tarragona,901,PPL,3130437
aledo,37.79341,-1.57356,Murcia,1022,PPL,2522061
alegia,43.10097,-2.09637,Gipuzkoa,1771,PPLA3,3130427
alella,41.49379,2.29451,Barcelona,9610,PPLA3,3130422
alentisque,41.42059,-2.33189,Soria,34,PPLA3,3130417
alerre,42.16468,-0.46369,Huesca,224,PPLA3,3130415
alesanco,42.41409,-2.81666,La Rioja,541,PPLA3,3130414
aleson,42.40554,-2.68938,La Rioja,109,PPLA3,3130413
alfacar,37.23744,-3.56807,Granada,5513,PPLA3,2522058
alfafar,39.41667,-0.38333,Valencia,20852,PPLA3,2522057
alfafara,38.77339,-0.55551,Alicante,419,PPLA3,2522056
alfajarin,41.614,-0.7037,Zaragoza,2415,PPLA3,3130409
alfambra,40.54638,-1.03314,Teruel,485,PPLA3,3130408
alfamen,41.43919,-1.24458,Zaragoza,1494,PPLA3,3130406
alfantega,41.82832,0.14823,Huesca,125,PPLA3,3130405
alfara de carles,40.87366,0.40017,Tarragona,399,PPL,3130401
alfara de la baronia,39.76667,-0.35,Valencia,570,PPLA3,2522053
alfara del patriarca,39.55,-0.38333,Valencia,3182,PPLA3,2522052
alfaraz de sayago,41.22749,-5.98371,Zamora,168,PPL,3130400
alfarnate,36.99426,-4.25929,Malaga,1300,PPLA3,2522050
alfarnatejo,36.9957,-4.26064,Malaga,532,PPLA3,2522049
alfaro,42.18032,-1.75016,La Rioja,9851,PPLA3,3130399
alfarp,39.28333,-0.55,Valencia,1579,PPLA3,2522047
alfarras,41.81667,0.58333,Lleida,2778,PPL,3130398
alfarrasi,38.9,-0.5,Valencia,1303,PPLA3,2522046
alfauir,38.93333,-0.25,Valencia,427,PPLA3,2522055
alfes,41.52143,0.6205,Lleida,281,PPLA3,3130397
alfondeguilla,39.83333,-0.26667,Castello,872,PPLA3,2522044
alforja,41.21108,0.97542,Tarragona,2024,PPLA3,3130395
alforque,41.32942,-0.38525,Zaragoza,62,PPLA3,3130393
alfoz,43.53333,-7.43333,Lugo,2009,ADM3,3130392
alfoz de bricia,42.89462,-3.84772,Burgos,87,PPL,3125040
alfoz de lloredo,43.39068,-4.17346,Cantabria,2514,ADM3,6360648
alfoz de quintanaduenas,42.38494,-3.73533,Burgos,1994,PPL,3112530
alfoz de santa gadea,42.95602,-3.95188,Burgos,114,PPL,3109865
algadefe,42.21931,-5.58419,Leon,303,PPLA3,3130391
algaida,39.55899,2.89541,Illes Balears,5367,PPLA3,2522036
algamitas,37.01516,-5.14949,Sevilla,1326,PPLA3,2522032
algar,36.65748,-5.65558,Cadiz,1467,PPLA3,2522031
algar de mesa,41.13494,-1.95964,Guadalajara,68,PPLA3,3130389
algar de palancia,39.77797,-0.36299,Valencia,555,ADM3,6361893
algarinejo,37.32526,-4.1585,Granada,3029,PPLA3,2522023
algarra,40,-1.43333,Cuenca,20,PPLA3,2522022
algarrobo,36.77388,-4.03952,Malaga,6584,PPLA3,2522019
algatocin,36.57356,-5.27554,Malaga,887,PPLA3,2522014
algeciras,36.13326,-5.45051,Cadiz,116917,PPLA3,2522013
algemesi,39.19042,-0.43572,Valencia,28358,PPLA3,2522012
algerri,41.81482,0.63633,Lleida,424,PPLA3,3130385
algete,40.59711,-3.49743,Madrid,20473,PPLA3,3130383
