name,lat,lon,province,population,feature_code,geonameid
luciana,38.98452,-4.29247,Ciudad Real,410,PPL,2514384
lucillo,42.40964,-6.30394,Leon,414,PPL,3117840
lucillos,39.9851,-4.61279,Toledo,656,PPLA3,2514383
ludiente,40.08333,-0.36667,Castello,192,PPLA3,3117834
luelmo,41.4403,-6.13338,Zamora,206,PPLA3,3117830
luena,43.09483,-3.92515,Cantabria,694,PPL,3110256
luesia,42.36974,-1.02421,Zaragoza,331,PPLA3,3117827
luesma,41.16583,-1.14575,Zaragoza,41,PPLA3,3117824
lugo,43.00992,-7.55602,Lugo,98457,PPLA2,3117814
lugros,37.22942,-3.2415,Granada,340,PPLA3,2514373
"luisiana, la",37.52602,-5.24883,Sevilla,4652,PPL,2515801
lujar,36.78831,-3.404,Granada,519,PPLA3,2514371
lumbier,42.65303,-1.30669,Navarra,1417,PPLA3,3117804
lumbrales,40.93501,-6.71948,Salamanca,1876,PPLA3,3117803
lumbreras,42.10477,-2.62189,La Rioja,164,PPLA3,3117802
lumpiaque,41.62953,-1.30156,Zaragoza,862,PPLA3,3117798
luna,42.1676,-0.93292,Zaragoza,675,PPLA3,3117797
lupiana,40.60846,-3.05118,Guadalajara,275,PPLA3,3117791
lupinen-ortilla,42.16201,-0.62599,Huesca,359,PPL,3114872
lupion,37.99653,-3.54699,Jaen,960,PPLA3,2514369
luque,37.55797,-4.27974,Cordoba,3309,PPL,2514367
luquin,42.61215,-2.09904,Navarra,131,PPL,3117788
luyego,42.36667,-6.23333,Leon,747,PPLA3,3117781
luzaga,40.97337,-2.44497,Guadalajara,91,PPLA3,3117779
luzaide/valcarlos,43.1,-1.3,Navarra,406,PPL,3107060
luzon,41.02691,-2.27691,Guadalajara,79,PPLA3,3117776
macael,37.33318,-2.30087,Almeria,5936,PPLA3,2514360
macanet de cabrenys,42.38597,2.74806,Girona,739,PPLA3,3117219
macanet de la selva,41.78333,2.73333,Girona,7175,PPLA3,3117218
macastre,39.38333,-0.78333,Valencia,1308,PPLA3,2514359
maceda,42.26972,-7.65052,Ourense,3112,PPLA3,3117771
machacon,40.92623,-5.5243,Salamanca,461,PPLA3,3117759
macharaviaya,36.76871,-4.22158,Malaga,504,ADM3,6359471
macotera,40.83105,-5.28526,Salamanca,1268,PPLA3,3117755
madarcos,41.03658,-3.57508,Madrid,47,ADM3,6359303
"maderal, el",41.28177,-5.62312,Zamora,233,PPL,3123437
maderuelo,41.48644,-3.52218,Segovia,136,PPLA3,3117747
madremanya,41.98333,2.96667,Girona,266,PPLA3,3117736
madrid,40.4165,-3.70256,Madrid,3233527,PPLC,3117735
madridanos,41.47967,-5.60459,Zamora,508,PPLA3,3117731
madridejos,39.46823,-3.53196,Toledo,11206,PPLA3,2514334
madrigal de la vera,40.1476,-5.36818,Caceres,1801,PPLA3,3117727
madrigal de las altas torres,41.08968,-4.99863,Avila,1621,PPLA3,3117728
madrigal del monte,42.14464,-3.67571,Burgos,171,PPLA3,3117726
madrigalejo,39.13858,-5.6274,Caceres,1870,PPLA3,2514333
madrigalejo del monte,42.12442,-3.72509,Burgos,182,PPLA3,3117725
madrigueras,39.23333,-1.8,Albacete,4836,PPLA3,2514332
madronal,40.46407,-6.06271,Salamanca,158,PPLA3,3117719
madronera,39.42526,-5.75568,Caceres,2901,PPLA3,2514324
"madrono, el",37.64579,-6.51376,Sevilla,324,PPL,2518372
maella,41.12251,0.13926,Zaragoza,2007,PPLA3,3117715
maello,40.80929,-4.51186,Avila,734,PPLA3,3117714
magacela,38.89648,-5.73437,Badajoz,573,PPLA3,2514316
magallon,41.83248,-1.45979,Zaragoza,1093,PPLA3,3117708
magan,39.96138,-3.93164,Toledo,3087,PPLA3,2514314
magana,41.90089,-2.16269,Soria,89,PPLA3,3117706
magaz de cepeda,42.53967,-6.0717,Leon,397,PPLA3,3117701
magaz de pisuerga,41.98131,-4.42775,Palencia,1097,PPL,3117704
maguilla,38.36667,-5.83333,Badajoz,1025,PPLA3,2514304
mahamud,42.11981,-3.9406,Burgos,141,PPLA3,3117680
mahide,41.86917,-6.37784,Zamora,384,PPLA3,3117678
mahon,39.88811,4.2633,Illes Balears,28972,ADM3,6533953
mahora,39.21667,-1.73333,Albacete,1431,PPLA3,2514297
maia de montcal,42.22134,2.74469,Girona,443,PPL,8378865
maials,41.36667,0.5,Lleida,980,PPLA3,3117108
maicas,40.96708,-0.89041,Teruel,35,PPLA3,3117676
"maillo, el",40.56611,-6.18083,Salamanca,327,PPL,3123435
mainar,41.19275,-1.30292,Zaragoza,176,PPLA3,3117672
maire de castroponce,42.11283,-5.78475,Zamora,163,PPLA3,3117669
mairena del alcor,37.37301,-5.74951,Sevilla,22024,PPLA3,2514288
mairena del aljarafe,37.34461,-6.06391,Sevilla,42784,PPLA3,2514287
majadahonda,40.47353,-3.87182,Madrid,71785,PPLA3,3117667
majadas,39.94291,-5.74589,Caceres,1352,PPLA3,2514279
"majadas, las",40.29732,-2.02146,Cuenca,307,PPL,3118905
majaelrayo,41.1126,-3.30257,Guadalajara,60,PPLA3,3117665
majan,41.46888,-2.30268,Soria,13,PPLA3,3117664
malaga,36.72016,-4.42034,Malaga,567433,PPLA2,2514256
malaga del fresno,40.7874,-3.24465,Guadalajara,204,PPLA3,3117651
malagon,39.16668,-3.85419,Ciudad Real,8734,PPLA3,2514252
malaguilla,40.81956,-3.2545,Guadalajara,145,PPLA3,3117648
"malaha, la",37.10418,-3.73682,Granada,1837,ADM3,6357739
malanquilla,41.56856,-1.87481,Zaragoza,73,PPLA3,3117647
malcocinado,38.11667,-5.68333,Badajoz,426,PPLA3,2514243
malda,41.55,1.03333,Lleida,225,PPL,3117639
malejan,41.82762,-1.54906,Zaragoza,279,PPLA3,3117638
malgrat de mar,41.64662,2.74135,Barcelona,18504,PPLA3,3117636
malla,41.89461,2.2437,Barcelona,269,PPL,3117630
mallabia,43.1884,-2.52998,Bizkaia,1198,PPL,3117627
mallen,41.90064,-1.41994,Zaragoza,2951,PPLA3,3117623
malon,41.95235,-1.67199,Zaragoza,442,PPLA3,3117613
malpartida,40.76269,-5.23149,Salamanca,108,PPLA3,3117612
malpartida de caceres,39.44664,-6.5076,Caceres,4456,PPLA3,2514227
malpartida de corneja,40.52208,-5.35026,Avila,138,PPLA3,3117611
malpartida de la serena,38.6747,-5.64054,Badajoz,628,PPLA3,2514226
malpartida de plasencia,39.97962,-6.04609,Caceres,4782,PPLA3,2514225
malpica de bergantinos,43.3228,-8.81052,Coruna,5998,PPL,3117606
malpica de tajo,39.89111,-4.57212,Toledo,2091,ADM3,6361749
maluenda,41.28772,-1.61603,Zaragoza,915,PPLA3,3117602
malva,41.65467,-5.48657,Zamora,167,PPLA3,3117600
mamblas,41.01925,-5.00873,Avila,229,PPLA3,3117593
mambrilla de castrejon,41.66634,-3.98448,Burgos,107,PPLA3,3117590
mambrillas de lara,42.09446,-3.46195,Burgos,57,PPLA3,3117589
mamolar,41.92762,-3.36228,Burgos,35,PPLA3,3117585
manacor,39.56964,3.20955,Illes Balears,40831,PPLA3,2514216
manaria,43.13819,-2.66104,Bizkaia,507,PPLA3,3117578
mancera de abajo,40.83974,-5.19933,Salamanca,241,PPLA3,3117576
mancera de arriba,40.79139,-5.14772,Avila,97,PPLA3,3117575
mancha real,37.78627,-3.61226,Jaen,11308,PPLA3,2514211
manchita,38.81404,-6.02041,Badajoz,765,PPLA3,2514207
manchones,41.15,-1.46667,Zaragoza,96,PPLA3,3117573
manciles,42.45728,-3.94461,Burgos,25,PPLA3,3117571
mancor de la vall,39.74966,2.87284,Illes Balears,1330,PPLA3,2514203
mandayona,40.9561,-2.75021,Guadalajara,354,PPLA3,3117566
maneru,42.67001,-1.86297,Navarra,442,PPLA3,3117556
manganeses de la lampreana,41.75085,-5.71048,Zamora,552,PPLA3,3117554
manganeses de la polvorosa,42.03563,-5.74694,Zamora,756,PPLA3,3117553
manilva,36.37645,-5.25026,Malaga,14391,PPLA3,2514199
manises,39.49139,-0.46349,Valencia,31066,PPLA3,2514197
manjabalago,40.66441,-5.07719,Avila,40,PPLA3,3117545
manjarres,42.39152,-2.67512,La Rioja,141,PPLA3,3117543
manlleu,42.00228,2.28476,Barcelona,20416,PPLA3,3117539
manon,43.65,-7.73333,Coruna,1537,PPLA3,3117536
manquillos,42.20518,-4.56841,Palencia,68,PPLA3,3117534
manresa,41.72815,1.82399,Barcelona,76570,PPL,3117533
mansilla de la sierra,42.11194,-2.9064,La Rioja,63,ADM3,6359081
mansilla de las mulas,42.49886,-5.41738,Leon,1922,PPLA3,3117527
mansilla mayor,42.50943,-5.44271,Leon,325,PPLA3,3117525
mantiel,40.61892,-2.66324,Guadalajara,58,PPLA3,3117523
mantinos,42.75259,-4.84213,Palencia,158,PPLA3,3117522
manuel,39.05059,-0.48978,Valencia,2546,PPLA3,2514192
manueta / banos de ebro,42.52997,-2.67924,Araba / Alava,317,PPL,3128877
manzanal de arriba,41.99217,-6.44012,Zamora,393,PPLA3,3117512
manzanal de los infantes,42.05428,-6.38288,Zamora,142,PPLA3,3117510
manzanal del barco,41.63501,-5.94671,Zamora,155,PPLA3,3117511
manzanares,38.99915,-3.36991,Ciudad Real,19237,PPLA3,2514190
manzanares de rioja,42.3961,-2.8959,La Rioja,98,PPLA3,3117504
manzanares el real,40.72627,-3.86265,Madrid,7949,PPLA3,3117503
manzaneda,42.30962,-7.23209,Ourense,1001,PPLA3,3117501
manzaneque,39.63549,-3.79249,Toledo,446,PPLA3,2514189
manzanera,40.05,-0.83333,Teruel,539,PPLA3,3117490
manzanilla,37.38987,-6.43295,Huelva,2270,PPLA3,2514185
manzanillo,41.58617,-4.18826,Valladolid,66,PPLA3,3117489
"manzano, el",41.17421,-6.2886,Salamanca,71,PPL,3123433
maqueda,40.06614,-4.37066,Toledo,543,PPLA3,3117476
mara,41.2895,-1.51842,Zaragoza,161,PPLA3,3117465
maracena,37.20764,-3.63493,Granada,21514,PPLA3,2514176
marana,43.04991,-5.17726,Leon,162,PPLA3,3117463
maranchon,41.04754,-2.20482,Guadalajara,254,PPLA3,3117462
maranon,42.62941,-2.43931,Navarra,55,PPLA3,3117460
marazoleja,40.96086,-4.33882,Segovia,123,PPLA3,3117456
marazuela,40.97912,-4.36506,Segovia,60,PPLA3,3117454
marbella,36.51543,-4.88583,Malaga,140473,PPLA3,2514169
marca,41.1241,0.80607,Tarragona,612,ADM3,6361319
marchagaz,40.26769,-6.27485,Caceres,238,PPLA3,3117444
marchal,37.29639,-3.20353,Granada,446,PPLA3,2514163
marchamalo,40.66677,-3.19914,Guadalajara,6468,PPL,3117443
marchena,37.329,-5.41681,Sevilla,19984,PPLA3,2514158
marcilla,42.32794,-1.73714,Navarra,2815,PPLA3,3117442
marcilla de campos,42.3177,-4.3967,Palencia,43,PPLA3,3117441
margalef,41.28496,0.75331,Tarragona,106,PPLA3,3117429
marganell,41.62995,1.79679,Barcelona,308,ADM3,6356263
maria,37.71023,-2.16454,Almeria,1370,PPLA3,2514139
maria de huerva,41.5388,-0.99615,Zaragoza,6371,PPLA3,3117420
maria de la salut,39.66306,3.073,Illes Balears,2152,PPLA3,2514134
mariana,40.16717,-2.14601,Cuenca,279,PPLA3,3117418
marin,42.39216,-8.70297,Pontevedra,25562,PPL,3117410
marina de cudeyo,43.4245,-3.76582,Cantabria,5278,ADM3,6360686
marinaleda,37.3712,-4.95949,Sevilla,2786,PPLA3,2514120
marines,39.74165,-0.53103,Valencia,1850,PPL,2514117
"marines, los",37.90345,-6.62385,Huelva,331,PPL,2514623
marjaliza,39.56329,-3.93499,Toledo,316,PPLA3,2514111
markina-xemein,43.26667,-2.5,Bizkaia,4969,PPLA3,3117383
marlin,40.71431,-4.82422,Avila,36,ADM3,6355723
marmolejo,38.04549,-4.17029,Jaen,7329,PPLA3,2514107
marracos,42.08826,-0.77587,Zaragoza,82,PPLA3,3117376
marratxi,39.62142,2.7253,Illes Balears,34583,PPLA3,2514097
marrupe,40.08817,-4.80704,Toledo,175,ADM3,6361753
martiago,40.4542,-6.4901,Salamanca,316,PPLA3,3117362
martiherrero,40.67392,-4.78156,Avila,300,PPLA3,3117360
martin de la jara,37.10867,-4.96347,Sevilla,2812,PPLA3,2514084
martin de yeltes,40.77594,-6.29162,Salamanca,461,PPLA3,3117346
martin del rio,40.84459,-0.89549,Teruel,429,PPLA3,3117347
martin miguel,40.9522,-4.27166,Segovia,252,PPLA3,3117339
martin munoz de la dehesa,41.06652,-4.68676,Segovia,209,PPLA3,3117337
martin munoz de las posadas,40.99546,-4.59672,Segovia,377,PPLA3,3117336
martinamor,40.80676,-5.59913,Salamanca,115,PPLA3,3117349
martinez,40.63046,-5.34801,Avila,156,PPLA3,3117340
martorell,41.47402,1.93062,Barcelona,28070,PPLA3,3117331
martorelles,41.53333,2.23333,Barcelona,4927,PPL,3117330
martos,37.72107,-3.97264,Jaen,24547,PPLA3,2514073
marugan,40.89943,-4.38383,Segovia,666,PPLA3,3117326
maruri-jatabe,43.39088,-2.8645,Bizkaia,961,ADM3,6362404
marzales,41.58644,-5.13455,Valladolid,56,PPLA3,3117322
mas de barberans,40.73333,0.36667,Tarragona,636,PPLA3,3117296
mas de las matas,40.83408,-0.24292,Teruel,1230,PPLA3,3117289
masarac,42.3509,2.97296,Girona,293,PPLA3,3117307
mascaraque,39.71643,-3.81254,Toledo,523,PPLA3,2514061
masdenverge,40.716,0.53009,Tarragona,1138,PPL,3117281
masegosa,40.54689,-2.02588,Cuenca,104,PPLA3,3117279
masegoso,38.71833,-2.3161,Albacete,122,PPLA3,2514052
masegoso de tajuna,40.82552,-2.69532,Guadalajara,84,PPLA3,3117277
maside,42.41031,-8.02582,Ourense,2969,PPLA3,3117238
masllorenc,41.26667,1.41667,Tarragona,528,PPL,3117235
"masnou, el",41.47978,2.3188,Barcelona,22550,PPL,3117232
maspujols,41.18225,1.04534,Tarragona,915,PPL,3117227
masquefa,41.50353,1.81136,Barcelona,8373,PPLA3,3117225
massalaves,39.15201,-0.51414,Valencia,1640,ADM3,6362027
massalcoreig,41.4527,0.3592,Lleida,585,ADM3,6358873
massalfassar,39.5577,-0.32555,Valencia,2388,PPL,2514067
massamagrell,39.56667,-0.33333,Valencia,15550,PPLA3,2514066
massanassa,39.41667,-0.4,Valencia,8809,PPL,2514065
massanes,41.76536,2.65324,Girona,711,PPLA3,3117221
massoteres,41.8,1.31667,Lleida,232,PPL,3117229
masueco,41.20352,-6.58938,Salamanca,390,PPLA3,3117214
mata de alcantara,39.71738,-6.81825,Caceres,328,PPLA3,2514032
mata de cuellar,41.39655,-4.47167,Segovia,291,PPLA3,3117204
"mata de ledesma, la",41.00054,-5.97101,Salamanca,112,PPL,3119446
"mata de los olmos, la",40.86592,-0.52116,Teruel,281,PPL,3119445
"mata de morella, la",40.6165,-0.27983,Castello,211,PPL,3119442
"mata, la",39.94124,-4.43822,Toledo,1019,PPL,2515777
matabuena,41.0959,-3.75827,Segovia,236,PPLA3,3117208
matadeon de los oteros,42.33776,-5.36887,Leon,277,PPLA3,3117201
matadepera,41.59886,2.02648,Barcelona,8669,PPL,3117200
matalebreras,41.84116,-2.04644,Soria,82,PPLA3,3117192
matallana de torio,42.8656,-5.52034,Leon,1403,PPLA3,3117188
matamala de almazan,41.50563,-2.64122,Soria,328,PPLA3,3117180
matanza,42.24004,-5.37573,Leon,232,PPLA3,3117174
matapozuelos,41.41423,-4.79122,Valladolid,1038,PPLA3,3117165
mataro,41.54211,2.4445,Barcelona,124084,PPLA3,3117164
matarrubia,40.86463,-3.28944,Guadalajara,59,PPLA3,3117161
matet,39.93333,-0.46667,Castello,107,PPLA3,2514004
matilla de arzon,42.10499,-5.64156,Zamora,193,PPLA3,3117137
matilla de los canos,41.54818,-4.96761,Valladolid,95,PPLA3,3117135
matilla de los canos del rio,40.82539,-5.94276,Salamanca,656,PPLA3,3117134
matilla la seca,41.57935,-5.5003,Zamora,56,PPLA3,3117133
"matilla, la",41.19115,-3.79436,Segovia,101,PPL,3119440
matillas,40.94415,-2.8359,Guadalajara,158,PPLA3,3117132
matute,42.29888,-2.79564,La Rioja,131,PPLA3,3117119
"maya, la",40.68711,-5.61307,Salamanca,214,PPL,3119438
mayalde,41.2508,-5.79767,Zamora,209,PPLA3,3117109
mayorga,42.16687,-5.26304,Valladolid,1914,PPLA3,3117091
mazaleon,41.05056,0.1029,Teruel,474,PPLA3,3117083
mazarambroz,39.69411,-4.01962,Toledo,1315,PPLA3,2513985
mazarete,41.00086,-2.15921,Guadalajara,54,PPLA3,3117077
mazaricos,42.94033,-8.97187,Coruna,4533,PPLA3,3117076
mazariegos,42.02691,-4.71542,Palencia,249,PPLA3,3117075
mazarron,37.5992,-1.31493,Murcia,31562,PPLA3,2513983
mazcuerras,43.28999,-4.18006,Cantabria,2127,ADM3,6360687
mazuecos,40.2602,-3.00755,Guadalajara,328,PPLA3,3117060
mazuecos de valdeginate,42.16814,-4.84059,Palencia,107,PPLA3,3117059
mazuela,42.20767,-3.9192,Burgos,68,PPLA3,3117058
meano,42.44661,-8.78122,Pontevedra,5453,PPL,3117048
mecerreyes,42.09536,-3.57393,Burgos,298,PPLA3,3117044
meco,40.55274,-3.32894,Madrid,13133,PPLA3,3117041
medellin,38.96265,-5.95785,Badajoz,2349,PPLA3,2513968
mediana de aragon,41.46668,-0.70579,Zaragoza,457,PPL,3117028
mediana de voltoya,40.70104,-4.56341,Avila,101,PPLA3,3117024
medina de las torres,38.33333,-6.4,Badajoz,1305,PPLA3,2513962
medina de pomar,42.92938,-3.48804,Burgos,6238,PPLA3,3117009
medina de rioseco,41.88327,-5.04405,Valladolid,4967,PPL,3117008
medina del campo,41.31239,-4.91413,Valladolid,21594,PPLA3,3117010
medina-sidonia,36.45695,-5.92717,Cadiz,11863,PPL,2513961
medinaceli,41.17224,-2.43476,Soria,810,PPLA3,3117011
medinilla,40.43967,-5.61772,Avila,133,PPLA3,3117007
medio cudeyo,43.38389,-3.75243,Cantabria,7571,ADM3,6360688
mediona,41.47798,1.61222,Barcelona,2348,PPLA3,3117000
medranda,40.98333,-2.93719,Guadalajara,98,PPLA3,3116996
medrano,42.38361,-2.55394,La Rioja,299,PPLA3,3116995
megeces,41.40828,-4.56166,Valladolid,455,PPLA3,3116993
megina,40.63911,-1.87041,Guadalajara,48,PPLA3,3116992
meira,43.21337,-7.29372,Lugo,1775,PPLA3,3116981
meis,42.50122,-8.73045,Pontevedra,4992,PPL,3116969
mejorada,40.00991,-4.88506,Toledo,1320,PPLA3,3116964
mejorada del campo,40.39283,-3.48194,Madrid,22902,PPLA3,3116963
melgar de abajo,42.24344,-5.14216,Valladolid,133,PPLA3,3116957
melgar de arriba,42.26806,-5.09712,Valladolid,195,PPLA3,3116956
melgar de fernamental,42.40445,-4.24484,Burgos,1826,PPLA3,3116955
melgar de tera,41.96618,-6.0139,Zamora,423,PPLA3,3116954
melgar de yuso,42.25381,-4.25394,Palencia,287,PPLA3,3116953
meliana,39.53333,-0.33333,Valencia,10666,PPLA3,2513949
melida,42.35869,-1.54888,Navarra,717,PPLA3,3116946
melide,42.91382,-8.01496,Coruna,7502,PPLA3,3116942
melilla,35.29369,-2.93833,Melilla,80802,PPLA,2513947
melon,42.26016,-8.214,Ourense,1479,PPLA3,3116939
melque de cercos,41.05166,-4.46944,Segovia,97,PPLA3,3116938
membibre de la hoz,41.44958,-4.09571,Segovia,43,PPLA3,3116936
membribe de la sierra,40.69123,-5.80568,Salamanca,151,PPLA3,3116934
membrilla,38.97198,-3.3433,Ciudad Real,6335,PPL,2513944
membrillera,40.94807,-2.97969,Guadalajara,119,PPLA3,3116932
membrio,39.52703,-7.0538,Caceres,738,PPL,2513939
menaka,43.37323,-2.79687,Bizkaia,754,ADM3,6362407
menarguens,41.73333,0.75,Lleida,801,PPL,3116928
menasalbas,39.63954,-4.28418,Toledo,3117,PPL,2513935
mendaro,43.25326,-2.38568,Gipuzkoa,1962,PPLA3,3116924
mendata,43.28333,-2.63333,Bizkaia,378,PPL,3116923
mendavia,42.44335,-2.20087,Navarra,3726,PPLA3,3116921
mendaza,42.66023,-2.25094,Navarra,350,ADM3,6359714
mendexa,43.3459,-2.4842,Bizkaia,439,PPLA3,7577025
mendigorria,42.62822,-1.8345,Navarra,1085,PPLA3,3116914
meneses de campos,41.94142,-4.91927,Palencia,124,PPLA3,3116894
mengabril,38.93554,-5.93335,Badajoz,472,PPLA3,2513932
mengamunoz,40.50006,-4.99983,Avila,67,PPLA3,3116892
mengibar,37.96978,-3.80884,Jaen,9908,PPL,2513931
mentrida,40.23899,-4.19337,Toledo,4987,PPLA3,3116884
mequinenza,41.37211,0.30169,Zaragoza,2232,PPL,3116881
meranges,42.44518,1.78777,Girona,91,PPLA3,3117461
"merca, a",42.22261,-7.90492,Ourense,2197,PPL,3119428
merida,38.91802,-6.34292,Badajoz,58164,PPLA,2513917
merindad de cuesta-urria,42.90534,-3.42062,Burgos,409,PPL,3106474
merindad de montija,43.06005,-3.49897,Burgos,848,PPL,3118137
merindad de rio ubierna,42.50615,-3.70708,Burgos,1411,PPL,3110328
merindad de sotoscueva,43.02228,-3.68514,Burgos,464,PPL,3105418
merindad de valdeporres,43.00768,-3.75672,Burgos,461,PPL,3125085
merindad de valdivielso,42.82256,-3.53989,Burgos,432,PPL,3113303
meruelo,43.43564,-3.59695,Cantabria,1798,PPL,3110838
mesas de ibor,39.75587,-5.54637,Caceres,177,PPLA3,2513910
"mesas, las",39.38871,-2.76524,Cuenca,2548,PPL,2515319
mesegar de corneja,40.50209,-5.30131,Avila,77,PPLA3,3116831
mesegar de tajo,39.92553,-4.50231,Toledo,237,PPL,2513909
mesia,43.1,-8.26667,Coruna,2879,PPL,3116829
mesones de isuela,41.55119,-1.53858,Zaragoza,266,PPLA3,3116826
mestanza,38.57616,-4.07096,Ciudad Real,812,PPLA3,2513902
metauten,42.67714,-2.13015,Navarra,287,PPLA3,3116812
mezalocha,41.42581,-1.08276,Zaragoza,206,PPLA3,3116811
mezquita de jarque,40.721,-0.867,Teruel,83,PPLA3,3116805
miajadas,39.15127,-5.90841,Caceres,10150,PPLA3,2513893
mianos,42.58544,-0.95478,Zaragoza,28,PPLA3,3116802
micereces de tera,41.98886,-5.87133,Zamora,530,PPLA3,3116800
micieces de ojeda,42.69078,-4.46166,Palencia,93,PPLA3,3116799
miedes de aragon,41.25858,-1.49108,Zaragoza,403,PPL,3116798
miedes de atienza,41.26672,-2.96375,Guadalajara,73,PPLA3,3116797
miengo,43.42861,-3.99866,Cantabria,4677,PPLA3,3116794
miera,43.28394,-3.71624,Cantabria,424,ADM3,6360691
mieres,43.25,-5.76667,Asturias,42421,PPLA3,3116789
mieres,42.12247,2.6385,Girona,333,PPLA3,3116791
"mierla, la",40.93518,-3.23277,Guadalajara,37,PPL,3119421
mieza,41.16424,-6.69137,Salamanca,248,PPLA3,3116786
miguel esteban,39.52448,-3.07618,Toledo,5417,PPLA3,2513886
miguelanez,41.12155,-4.3641,Segovia,177,PPLA3,3116785
miguelturra,38.96442,-3.89047,Ciudad Real,14727,PPL,2513885
mijares,40.29655,-4.83651,Avila,828,PPLA3,3116777
mijas,36.59575,-4.63728,Malaga,82124,PPLA3,2513882
milagro,42.2416,-1.76588,Navarra,3378,PPLA3,3116770
milagros,41.575,-3.69907,Burgos,505,PPLA3,3116769
"milano, el",41.09237,-6.59932,Salamanca,133,PPL,3116767
millana,40.50717,-2.57116,Guadalajara,152,PPLA3,3116761
millanes,39.84917,-5.58079,Caceres,271,PPLA3,2513875
millares,39.25,-0.76667,Valencia,451,PPLA3,2513874
millena,38.73082,-0.36274,Alicante,217,PPLA3,2513873
milles de la polvorosa,41.92339,-5.73309,Zamora,239,PPLA3,3116753
milmarcos,41.08622,-1.87652,Guadalajara,104,PPLA3,3116749
minas de riotinto,37.69694,-6.59434,Huelva,4112,PPL,2513859
minaya,39.27052,-2.32176,Albacete,1683,PPLA3,2513855
minglanilla,39.53333,-1.6,Cuenca,2696,PPLA3,2513852
mingorria,40.75192,-4.66583,Avila,410,PPLA3,3116736
mino,43.35,-8.2,Coruna,5739,PPLA3,3116729
mino de medinaceli,41.18333,-2.51667,Soria,81,PPL,3116726
mino de san esteban,41.53584,-3.34579,Soria,66,PPLA3,3116725
mira,39.71667,-1.43333,Cuenca,1051,PPLA3,2513844
mirabel,39.8623,-6.23274,Caceres,702,PPLA3,2513840
mirabueno,40.94479,-2.72438,Guadalajara,96,PPLA3,3116710
miraflores de la sierra,40.8155,-3.76213,Madrid,5979,PPLA3,3116708
mirafuentes,42.62297,-2.27966,Navarra,49,PPLA3,3116707
miralcamp,41.60516,0.87987,Lleida,1347,PPLA3,3116706
miralrio,40.88901,-2.9434,Guadalajara,91,PPLA3,3116702
miramar,38.95036,-0.14007,Valencia,2558,PPLA3,2513827
mirambel,40.58733,-0.34266,Teruel,107,PPLA3,3116699
miranda de arga,42.48337,-1.82759,Navarra,916,PPLA3,3116692
miranda de azan,40.88752,-5.68182,Salamanca,437,PPLA3,3116691
miranda de ebro,42.6865,-2.94695,Burgos,38400,PPLA3,3116689
miranda del castanar,40.48448,-5.99581,Salamanca,495,PPLA3,3116688
mirandilla,39.002,-6.28893,Badajoz,1362,PPLA3,2513821
miraveche,42.67396,-3.19947,Burgos,86,PPLA3,3116679
miravet,41.0393,0.59665,Tarragona,703,PPLA3,3116678
miravete de la sierra,40.57617,-0.69316,Teruel,31,PPL,3116677
"miron, el",40.57511,-5.3943,Avila,152,PPL,3130513
mironcillo,40.55435,-4.82449,Avila,104,PPLA3,3116671
miruena de los infanzones,40.73724,-5.09111,Avila,122,PPL,3116669
mislata,39.47523,-0.41825,Valencia,43800,PPLA3,2513811
moana,42.27807,-8.73921,Pontevedra,19291,PPLA3,3116653
mocejon,39.93934,-3.91716,Toledo,5003,PPLA3,2513803
mochales,41.09647,-2.0156,Guadalajara,64,PPLA3,3116649
moclin,37.33959,-3.78651,Granada,4204,PPLA3,2513801
moclinejo,36.77134,-4.25514,Malaga,1295,PPLA3,2513800
modubar de la emparedada,42.26118,-3.65965,Burgos,604,PPLA3,3116641
moeche,43.55,-7.98333,Coruna,1358,PPL,3116638
mogan,27.88385,-15.72538,Las Palmas,24225,PPLA3,2513798
mogarraz,40.49264,-6.05327,Salamanca,314,PPLA3,3116636
moguer,37.27559,-6.83851,Huelva,20944,PPLA3,2513791
mohedas de granadilla,40.26891,-6.20292,Caceres,953,PPL,3116628
mohedas de la jara,39.60417,-5.14247,Toledo,491,PPLA3,2513788
mohernando,40.80129,-3.17234,Guadalajara,200,PPLA3,3116627
moia,41.81112,2.09839,Barcelona,5793,PPL,3115985
moixent,38.86148,-0.8075,Valencia,4737,ADM3,6362035
mojacar,37.1402,-1.85102,Almeria,8173,PPLA3,2513786
mojados,41.43237,-4.6649,Valladolid,3295,PPLA3,3116619
"mojonera, la",36.78243,-2.68459,Almeria,8682,ADM3,6355618
molacillos,41.58269,-5.66046,Zamora,278,PPLA3,3116610
"molar, el",40.70036,-3.56901,Madrid,8226,ADM3,6359310
"molares, los",37.15704,-5.71802,Sevilla,3459,PPL,2514601
molezuelas de la carballeda,42.08166,-6.18723,Zamora,90,PPLA3,3116600
molina de aragon,40.84358,-1.88762,Guadalajara,3706,PPLA3,3116595
molina de segura,38.05456,-1.20763,Murcia,70964,PPLA3,2513759
molinaseca,42.53829,-6.51997,Leon,886,PPLA3,3116589
molinicos,38.46717,-2.23939,Albacete,1020,PPLA3,2513753
molinillo,40.46898,-5.94493,Salamanca,54,PPLA3,3116586
molinos,40.821,-0.45017,Teruel,232,PPLA3,3116577
molinos de duero,41.88603,-2.78682,Soria,180,PPLA3,3116566
"molinos, los",40.71578,-4.07402,Madrid,4590,PPL,3117982
